010121,NMB
010129,NMB
010130,NMB
010130,NMB
010190,NMB
010221,NMB
010229,NMB
010229,NMB
010231,NMB
010239,NMB
010290,NMB
010290,NMB
010310,NMB
010391,NMB
010392,NMB
010410,NMB
010410,NMB
010420,NMB
010420,NMB
010511,NMB
010511,NMB
010512,NMB
010512,NMB
010513,NMB
010513,NMB
010514,NMB
010514,NMB
010515,NMB
010515,NMB
010594,NMB
010594,NMB
010594,NMB
010594,NMB
010599,NMB
010599,NMB
010599,NMB
010599,NMB
010611,NMB
010612,NMB
010613,NMB
010614,NMB
010619,NMB
010620,NMB
010631,NMB
010632,NMB
010633,NMB
010639,NMB
010641,NMB
010649,NMB
010690,NMB
020110,TNE
020120,TNE
020130,TNE
020210,TNE
020220,TNE
020230,TNE
020311,TNE
020312,TNE
020319,TNE
020321,TNE
020322,TNE
020329,TNE
020410,TNE
020421,TNE
020422,TNE
020423,TNE
020430,TNE
020441,TNE
020442,TNE
020443,TNE
020450,TNE
020500,TNE
020610,TNE
020621,TNE
020622,TNE
020629,TNE
020630,TNE
020641,TNE
020649,TNE
020680,TNE
020690,TNE
020711,TNE
020712,TNE
020713,TNE
020714,TNE
020714,TNE
020714,TNE
020714,TNE
020714,TNE
020724,TNE
020725,TNE
020726,TNE
020727,TNE
020727,TNE
020727,TNE
020741,TNE
020742,TNE
020743,TNE
020744,TNE
020745,TNE
020751,TNE
020752,TNE
020753,TNE
020754,TNE
020755,TNE
020760,TNE
020810,TNE
020830,TNE
020840,TNE
020840,TNE
020850,TNE
020860,TNE
020890,TNE
020890,TNE
020910,TNE
020990,TNE
021011,TNE
021012,TNE
021019,TNE
021019,TNE
021020,TNE
021091,TNE
021092,TNE
021092,TNE
021093,TNE
021099,TNE
021099,TNE
021099,TNE
030111,-
030111,CEN
030111,CEN
030111,CEN
030111,CEN
030111,CEN
030111,CEN
030119,-
030119,CEN
030191,TNE
030192,TNE
030193,TNE
030193,TNE
030194,TNE
030195,TNE
030199,-
030199,-
030199,-
030199,-
030199,-
030199,-
030199,TNE
030211,TNE
030213,TNE
030214,TNE
030219,TNE
030221,TNE
030222,TNE
030223,TNE
030224,TNE
030229,TNE
030231,TNE
030232,TNE
030233,TNE
030234,TNE
030235,TNE
030236,TNE
030239,TNE
030241,TNE
030242,TNE
030243,TNE
030244,TNE
030245,TNE
030246,TNE
030247,TNE
030251,TNE
030252,TNE
030253,TNE
030254,TNE
030255,TNE
030256,TNE
030259,TNE
030271,TNE
030272,TNE
030272,TNE
030273,TNE
030273,TNE
030274,TNE
030279,TNE
030281,TNE
030282,TNE
030283,TNE
030284,TNE
030285,TNE
030289,TNE
030289,TNE
030289,TNE
030289,TNE
030289,TNE
030289,TNE
030289,TNE
030289,TNE
030289,TNE
030289,TNE
030289,TNE
030289,TNE
030289,TNE
030289,TNE
030290,TNE
030311,TNE
030312,TNE
030313,TNE
030314,TNE
030319,TNE
030323,TNE
030324,TNE
030325,TNE
030326,TNE
030329,TNE
030331,TNE
030332,TNE
030333,TNE
030334,TNE
030339,TNE
030341,TNE
030342,TNE
030343,TNE
030344,TNE
030345,TNE
030346,TNE
030349,TNE
030351,TNE
030353,TNE
030354,TNE
030355,TNE
030356,TNE
030357,TNE
030363,TNE
030364,TNE
030365,TNE
030366,TNE
030367,TNE
030368,TNE
030369,TNE
030381,TNE
030382,TNE
030383,TNE
030384,TNE
030389,TNE
030389,TNE
030389,TNE
030389,TNE
030389,TNE
030389,TNE
030389,TNE
030389,TNE
030389,TNE
030389,TNE
030389,TNE
030389,TNE
030389,TNE
030389,TNE
030390,TNE
030390,TNE
030431,TNE
030432,TNE
030433,TNE
030439,TNE
030441,TNE
030442,TNE
030443,TNE
030444,TNE
030445,TNE
030446,TNE
030449,TNE
030451,TNE
030452,TNE
030453,TNE
030454,TNE
030455,TNE
030459,TNE
030461,TNE
030462,TNE
030463,TNE
030469,TNE
030471,TNE
030472,TNE
030473,TNE
030474,TNE
030475,TNE
030479,TNE
030481,TNE
030482,TNE
030483,TNE
030484,TNE
030485,TNE
030486,TNE
030487,TNE
030489,TNE
030491,TNE
030492,TNE
030493,TNE
030494,TNE
030495,TNE
030499,TNE
030510,TNE
030520,TNE
030520,TNE
030531,TNE
030532,TNE
030539,TNE
030539,TNE
030539,TNE
030541,TNE
030542,TNE
030543,TNE
030544,TNE
030549,TNE
030551,TNE
030559,TNE
030559,TNE
030561,TNE
030562,TNE
030563,TNE
030564,TNE
030569,TNE
030569,TNE
030571,TNE
030572,TNE
030572,TNE
030579,TNE
030611,TNE
030612,TNE
030614,TNE
030614,TNE
030615,TNE
030616,TNE
030617,TNE
030617,TNE
030617,TNE
030617,TNE
030619,TNE
030621,TNE
030621,TNE
030621,TNE
030621,TNE
030621,TNE
030622,TNE
030622,TNE
030622,TNE
030622,TNE
030622,TNE
030624,TNE
030624,TNE
030624,TNE
030624,TNE
030625,KGM
030626,TNE
030626,TNE
030626,TNE
030626,TNE
030626,TNE
030626,KGM
030626,KGM
030627,TNE
030627,TNE
030627,TNE
030627,TNE
030627,TNE
030627,TNE
030627,TNE
030627,TNE
030627,TNE
030627,TNE
030627,TNE
030627,KGM
030627,KGM
030629,TNE
030629,TNE
030629,TNE
030629,TNE
030629,TNE
030711,TNE
030711,TNE
030719,TNE
030719,TNE
030719,KGM
030721,TNE
030721,TNE
030729,TNE
030729,TNE
030731,TNE
030731,TNE
030739,TNE
030739,TNE
030741,TNE
030741,TNE
030749,TNE
030749,TNE
030749,KGM
030751,TNE
030751,TNE
030759,TNE
030759,TNE
030759,KGM
030760,TNE
030760,TNE
030760,TNE
030771,TNE
030771,TNE
030779,TNE
030779,KGM
030781,TNE
030781,TNE
030789,TNE
030789,KGM
030791,TNE
030791,TNE
030799,TNE
030799,KGM
030799,TNE
030811,TNE
030811,TNE
030819,TNE
030819,TNE
030819,KGM
030821,TNE
030821,TNE
030829,TNE
030829,TNE
030829,KGM
030830,TNE
030830,TNE
030830,TNE
030830,TNE
030830,KGM
030890,TNE
030890,TNE
030890,TNE
030890,TNE
030890,KGM
030890,TNE
040110,KGM
040110,KGM
040120,KGM
040120,KGM
040140,KGM
040140,KGM
040140,KGM
040150,KGM
040150,KGM
040210,KGM
040210,KGM
040210,KGM
040210,KGM
040221,KGM
040221,KGM
040229,KGM
040229,KGM
040291,KGM
040299,KGM
040310,KGM
040310,KGM
040390,KGM
040390,KGM
040410,KGM
040490,KGM
040510,KGM
040520,KGM
040590,KGM
040590,KGM
040590,KGM
040590,KGM
040610,KGM
040610,KGM
040620,KGM
040620,KGM
040630,KGM
040640,KGM
040690,KGM
040711,CEN
040719,CEN
040719,CEN
040721,CEN
040729,CEN
040729,CEN
040790,CEN
040790,CEN
040790,CEN
040811,KGM
040819,KGM
040891,KGM
040899,KGM
040900,KGM
041000,KGM
041000,KGM
050100,KGM
050210,KGM
050290,KGM
050400,KGM
050510,KGM
050510,KGM
050590,KGM
050590,KGM
050610,KGM
050690,KGM
050710,KGM
050710,KGM
050790,KGM
050790,KGM
050790,KGM
050800,KGM
050800,KGM
050800,KGM
051000,KGM
051000,KGM
051000,KGM
051110,KGM
051191,KGM
051199,KGM
051199,KGM
051199,KGM
051199,KGM
060110,-
060120,-
060120,-
060120,-
060210,-
060210,-
060210,-
060220,-
060230,-
060240,-
060290,-
060290,-
060290,-
060290,-
060290,-
060290,-
060290,-
060311,-
060312,-
060313,-
060314,-
060315,-
060319,-
060390,-
060420,-
060420,-
060490,-
060490,-
070110,TNE
070190,TNE
070200,TNE
070310,TNE
070310,TNE
070310,TNE
070310,TNE
070320,TNE
070320,TNE
070390,TNE
070390,TNE
070410,TNE
070410,TNE
070420,TNE
070490,TNE
070490,TNE
070490,TNE
070511,TNE
070519,TNE
070521,TNE
070529,TNE
070610,TNE
070610,TNE
070690,TNE
070700,TNE
070810,TNE
070820,TNE
070820,TNE
070820,TNE
070890,TNE
070920,TNE
070930,TNE
070940,TNE
070951,TNE
070959,TNE
070959,TNE
070960,TNE
070960,TNE
070970,TNE
070991,TNE
070992,TNE
070993,TNE
070999,TNE
071010,TNE
071021,TNE
071022,TNE
071029,TNE
071030,TNE
071040,TNE
071080,TNE
071090,TNE
071120,TNE
071120,TNE
071140,TNE
071140,TNE
071151,TNE
071151,TNE
071159,TNE
071159,TNE
071190,TNE
071190,TNE
071190,TNE
071190,TNE
071190,TNE
071190,TNE
071190,TNE
071190,TNE
071220,TNE
071231,TNE
071232,TNE
071233,TNE
071239,TNE
071239,TNE
071239,TNE
071290,TNE
071290,TNE
071310,TNE
071310,TNE
071320,TNE
071320,TNE
071331,TNE
071331,TNE
071332,TNE
071332,TNE
071333,TNE
071333,TNE
071334,TNE
071334,TNE
071335,TNE
071335,TNE
071339,TNE
071339,TNE
071340,TNE
071340,TNE
071350,TNE
071350,TNE
071360,TNE
071390,TNE
071390,TNE
071410,TNE
071410,TNE
071410,TNE
071410,TNE
071420,TNE
071420,TNE
071430,TNE
071430,TNE
071440,TNE
071440,TNE
071450,TNE
071450,TNE
071490,TNE
071490,TNE
071490,TNE
071490,TNE
080111,TNE
080112,CEN
080119,CEN
080121,TNE
080122,TNE
080131,TNE
080132,TNE
080211,TNE
080212,TNE
080221,TNE
080222,TNE
080231,TNE
080232,TNE
080241,TNE
080242,TNE
080251,TNE
080252,TNE
080261,TNE
080262,TNE
080270,TNE
080280,TNE
080290,TNE
080310,TNE
080390,TNE
080410,TNE
080420,TNE
080430,TNE
080440,TNE
080450,TNE
080450,TNE
080450,TNE
080510,TNE
080510,TNE
080520,TNE
080540,TNE
080550,TNE
080590,TNE
080610,TNE
080620,TNE
080711,TNE
080719,TNE
080720,TNE
080720,TNE
080810,TNE
080830,TNE
080840,TNE
080910,TNE
080921,TNE
080929,TNE
080930,TNE
080940,TNE
080940,TNE
081010,TNE
081020,TNE
081030,TNE
081040,TNE
081050,TNE
081060,TNE
081070,TNE
081090,TNE
081090,TNE
081090,TNE
081090,TNE
081090,TNE
081090,TNE
081090,TNE
081090,TNE
081090,TNE
081090,TNE
081110,TNE
081120,TNE
081190,TNE
081210,TNE
081290,TNE
081290,TNE
081310,TNE
081320,TNE
081330,TNE
081340,TNE
081340,TNE
081340,TNE
081350,TNE
081350,TNE
081350,TNE
081350,TNE
081350,TNE
081400,TNE
090111,KGM
090111,KGM
090112,KGM
090112,KGM
090121,KGM
090121,KGM
090122,KGM
090122,KGM
090190,KGM
090190,KGM
090210,KGM
090210,KGM
090220,KGM
090220,KGM
090230,KGM
090230,KGM
090240,KGM
090240,KGM
090300,KGM
090411,KGM
090411,KGM
090411,KGM
090412,KGM
090412,KGM
090412,KGM
090421,KGM
090421,KGM
090422,KGM
090422,KGM
090510,KGM
090520,KGM
090611,KGM
090619,KGM
090620,KGM
090710,KGM
090720,KGM
090811,KGM
090812,KGM
090821,KGM
090822,KGM
090831,KGM
090832,KGM
090921,KGM
090922,KGM
090931,KGM
090932,KGM
090961,KGM
090961,KGM
090961,KGM
090961,KGM
090962,KGM
090962,KGM
090962,KGM
090962,KGM
091011,KGM
091012,KGM
